english_name,scientific_name
Green-faced Parrotfinch,Erythrura viridifacies
Tawny-breasted Parrotfinch,Erythrura hyperythra
Red-throated Parrotfinch,Erythrura psittacea
Fiji Parrotfinch,Erythrura pealii
Royal Parrotfinch,Erythrura cyaneovirens
Pink-billed Parrotfinch,Erythrura kleinschmidti
Tricolored Parrotfinch,Erythrura tricolor
Red-eared Parrotfinch,Erythrura coloria
Papuan Parrotfinch,Erythrura papuana
Blue-faced Parrotfinch,Erythrura trichroa
White-collared Oliveback,Nesocharis ansorgei
Shelley's Oliveback,Nesocharis shelleyi
Yellow-bellied Waxbill,Coccopygia quartinia
Angola Waxbill,Coccopygia bocagei
Swee Waxbill,Coccopygia melanotis
Green Twinspot,Mandingoa nitidula
Shelley's Crimsonwing,Cryptospiza shelleyi
Dusky Crimsonwing,Cryptospiza jacksoni
Abyssinian Crimsonwing,Cryptospiza salvadorii
Red-faced Crimsonwing,Cryptospiza reichenovii
Red-fronted Antpecker,Parmoptila rubrifrons
Woodhouse's Antpecker,Parmoptila woodhousei
Jameson's Antpecker,Parmoptila jamesoni
White-breasted Nigrita,Nigrita fusconotus
Chestnut-breasted Nigrita,Nigrita bicolor
Grey-headed Nigrita,Nigrita canicapillus
Pale-fronted Nigrita,Nigrita luteifrons
Grey-headed Oliveback,Delacourella capistrata
Black-faced Waxbill,Brunhilda erythronotos
Black-cheeked Waxbill,Brunhilda charmosyna
Lavender Waxbill,Glaucestrilda caerulescens
Grey Waxbill,Glaucestrilda perreini
Cinderella Waxbill,Glaucestrilda thomensis
Black-crowned Waxbill,Estrilda nonnula
Kandt's Waxbill,Estrilda kandti
Black-headed Waxbill,Estrilda atricapilla
Orange-cheeked Waxbill,Estrilda melpoda
Anambra Waxbill,Estrilda poliopareia
Fawn-breasted Waxbill,Estrilda paludicola
Black-lored Waxbill,Estrilda nigriloris
Common Waxbill,Estrilda astrild
Black-rumped Waxbill,Estrilda troglodytes
Arabian Waxbill,Estrilda rufibarba
Crimson-rumped Waxbill,Estrilda rhodopyga
Locust Finch,Paludipasser locustella
Quailfinch,Ortygospiza atricollis
Red-headed Finch,Amadina erythrocephala
Cut-throat Finch,Amadina fasciata
Green Avadavat,Amandava formosa
Orange-breasted Waxbill,Amandava subflava
Red Avadavat,Amandava amandava
Violet-eared Waxbill,Granatina granatina
Purple Grenadier,Granatina ianthinogaster
Blue Waxbill,Uraeginthus angolensis
Red-cheeked Cordon-bleu,Uraeginthus bengalus
Blue-capped Cordon-bleu,Uraeginthus cyanocephalus
Lesser Seedcracker,Pyrenestes minor
Crimson Seedcracker,Pyrenestes sanguineus
Black-bellied Seedcracker,Pyrenestes ostrinus
Grant's Bluebill,Spermophaga poliogenys
Western Bluebill,Spermophaga haematina
Red-headed Bluebill,Spermophaga ruficapilla
Green-winged Pytilia,Pytilia melba
Orange-winged Pytilia,Pytilia afra
Red-winged Pytilia,Pytilia phoenicoptera
Red-billed Pytilia,Pytilia lineata
Yellow-winged Pytilia,Pytilia hypogrammica
Pink-throated Twinspot,Hypargos margaritatus
Red-throated Twinspot,Hypargos niveoguttatus
Dybowski's Twinspot,Euschistospiza dybowskii
Dusky Twinspot,Euschistospiza cinereovinacea
Brown Twinspot,Clytospiza monteiri
Red-billed Firefinch,Lagonosticta senegala
Brown Firefinch,Lagonosticta nitidula
Bar-breasted Firefinch,Lagonosticta rufopicta
Black-bellied Firefinch,Lagonosticta rara
Black-faced Firefinch,Lagonosticta larvata
African Firefinch,Lagonosticta rubricata
Mali Firefinch,Lagonosticta virata
Jameson's Firefinch,Lagonosticta rhodopareia
Chad Firefinch,Lagonosticta umbrinodorsalis
Rock Firefinch,Lagonosticta sanguinodorsalis
Altai Accentor,Prunella himalayana
Alpine Accentor,Prunella collaris
Maroon-backed Accentor,Prunella immaculata
Robin Accentor,Prunella rubeculoides
Black-throated Accentor,Prunella atrogularis
Radde's Accentor,Prunella ocularis
Dunnock,Prunella modularis
Japanese Accentor,Prunella rubida
Siberian Accentor,Prunella montanella
Rufous-breasted Accentor,Prunella strophiata
Kozlov's Accentor,Prunella koslowi
Brown Accentor,Prunella fulvescens
Cinnamon Ibon,Hypocryptadius cinnamomeus
Rock Sparrow,Petronia petronia
White-winged Snowfinch,Montifringilla nivalis
Tibetan Snowfinch,Montifringilla henrici
Black-winged Snowfinch,Montifringilla adamsi
White-rumped Snowfinch,Onychostruthus taczanowskii
Pere David's Snowfinch,Pyrgilauda davidiana
Rufous-necked Snowfinch,Pyrgilauda ruficollis
Blanford's Snowfinch,Pyrgilauda blanfordi
Afghan Snowfinch,Pyrgilauda theresae
Pale Rockfinch,Carpospiza brachydactyla
Yellow-spotted Bush Sparrow,Gymnoris pyrgita
Yellow-throated Sparrow,Gymnoris xanthocollis
Yellow-throated Bush Sparrow,Gymnoris superciliaris
Sahel Bush Sparrow,Gymnoris dentata
Northern Grey-headed Sparrow,Passer griseus
Swainson's Sparrow,Passer swainsonii
Parrot-billed Sparrow,Passer gongonensis
Swahili Sparrow,Passer suahelicus
Southern Grey-headed Sparrow,Passer diffusus
Cape Sparrow,Passer melanurus
Chestnut Sparrow,Passer eminibey
Great Sparrow,Passer motitensis
Kenya Sparrow,Passer rufocinctus
Shelley's Sparrow,Passer shelleyi
Kordofan Sparrow,Passer cordofanicus
Russet Sparrow,Passer cinnamomeus
Eurasian Tree Sparrow,Passer montanus
Saxaul Sparrow,Passer ammodendri
Iago Sparrow,Passer iagoensis
Zarudny's Sparrow,Passer zarudnyi
Desert Sparrow,Passer simplex
Dead Sea Sparrow,Passer moabiticus
Sudan Golden Sparrow,Passer luteus
Arabian Golden Sparrow,Passer euchlorus
Plain-backed Sparrow,Passer flaveolus
Socotra Sparrow,Passer insularis
Abd al-Kuri Sparrow,Passer hemileucus
Spanish Sparrow,Passer hispaniolensis
Sind Sparrow,Passer pyrrhonotus
Somali Sparrow,Passer castanopterus
Italian Sparrow,Passer italiae
House Sparrow,Passer domesticus
Forest Wagtail,Dendronanthus indicus
Madagascar Wagtail,Motacilla flaviventris
Sao Tome Shorttail,Motacilla bocagii
Cape Wagtail,Motacilla capensis
Mountain Wagtail,Motacilla clara
Grey Wagtail,Motacilla cinerea
Western Yellow Wagtail,Motacilla flava
Citrine Wagtail,Motacilla citreola
Eastern Yellow Wagtail,Motacilla tschutschensis
African Pied Wagtail,Motacilla aguimp
White-browed Wagtail,Motacilla maderaspatensis
White Wagtail,Motacilla alba
Japanese Wagtail,Motacilla grandis
Mekong Wagtail,Motacilla samveasnae
Golden Pipit,Tmetothylacus tenellus
Yellow-breasted Pipit,Hemimacronyx chloris
Sharpe's Longclaw,Macronyx sharpei
Cape Longclaw,Macronyx capensis
Yellow-throated Longclaw,Macronyx croceus
F眉lleborn's Longclaw,Macronyx fuelleborni
Abyssinian Longclaw,Macronyx flavicollis
Pangani Longclaw,Macronyx aurantiigula
Rosy-throated Longclaw,Macronyx ameliae
Grimwood's Longclaw,Macronyx grimwoodi
Upland Pipit,Anthus sylvanus
Blyth's Pipit,Anthus godlewskii
Mountain Pipit,Anthus hoeschi
Tawny Pipit,Anthus campestris
Berthelot's Pipit,Anthus berthelotii
Long-billed Pipit,Anthus similis
Buffy Pipit,Anthus vaalensis
Wood Pipit,Anthus nyassae
Nicholson's Pipit,Anthus nicholsoni
New Zealand Pipit,Anthus novaeseelandiae
Australian Pipit,Anthus australis
Long-legged Pipit,Anthus pallidiventris
Malindi Pipit,Anthus melindae
Plain-backed Pipit,Anthus leucophrys
African Pipit,Anthus cinnamomeus
Richard's Pipit,Anthus richardi
Paddyfield Pipit,Anthus rufulus
Striped Pipit,Anthus lineiventris
African Rock Pipit,Anthus crenatus
Sokoke Pipit,Anthus sokokensis
Short-tailed Pipit,Anthus brachyurus
Bushveld Pipit,Anthus caffer
Sprague's Pipit,Anthus spragueii
Yellowish Pipit,Anthus chii
Short-billed Pipit,Anthus furcatus
Puna Pipit,Anthus brevirostris
Peruvian Pipit,Anthus peruvianus
Pampas Pipit,Anthus chacoensis
Hellmayr's Pipit,Anthus hellmayri
Paramo Pipit,Anthus bogotensis
Ochre-breasted Pipit,Anthus nattereri
South Georgia Pipit,Anthus antarcticus
Correndera Pipit,Anthus correndera
Pechora Pipit,Anthus gustavi
Madanga,Anthus ruficollis
Alpine Pipit,Anthus gutturalis
Nilgiri Pipit,Anthus nilghiriensis
Tree Pipit,Anthus trivialis
Olive-backed Pipit,Anthus hodgsoni
Red-throated Pipit,Anthus cervinus
Rosy Pipit,Anthus roseatus
Siberian Pipit,Anthus japonicus
American Pipit,Anthus rubescens
Meadow Pipit,Anthus pratensis
European Rock Pipit,Anthus petrosus
Water Pipit,Anthus spinoletta
Brambling,Fringilla montifringilla
Tenerife Blue Chaffinch,Fringilla teydea
Gran Canaria Blue Chaffinch,Fringilla polatzeki
African Chaffinch,Fringilla spodiogenys
Eurasian Chaffinch,Fringilla coelebs
Azores Chaffinch,Fringilla moreletti
Madeira Chaffinch,Fringilla maderensis
Canary Islands Chaffinch,Fringilla canariensis
Elegant Euphonia,Chlorophonia elegantissima
Hispaniolan Euphonia,Chlorophonia musica
Puerto Rican Euphonia,Chlorophonia sclateri
Lesser Antillean Euphonia,Chlorophonia flavifrons
Golden-rumped Euphonia,Chlorophonia cyanocephala
Blue-naped Chlorophonia,Chlorophonia cyanea
Chestnut-breasted Chlorophonia,Chlorophonia pyrrhophrys
Yellow-collared Chlorophonia,Chlorophonia flavirostris
Blue-crowned Chlorophonia,Chlorophonia occipitalis
Golden-browed Chlorophonia,Chlorophonia callophrys
Jamaican Euphonia,Euphonia jamaica
Orange-crowned Euphonia,Euphonia saturata
Plumbeous Euphonia,Euphonia plumbea
Purple-throated Euphonia,Euphonia chlorotica
Finsch's Euphonia,Euphonia finschi
Velvet-fronted Euphonia,Euphonia concinna
Trinidad Euphonia,Euphonia trinitatis
West Mexican Euphonia,Euphonia godmani
Scrub Euphonia,Euphonia affinis
Yellow-crowned Euphonia,Euphonia luteicapilla
White-lored Euphonia,Euphonia chrysopasta
White-vented Euphonia,Euphonia minuta
Green-chinned Euphonia,Euphonia chalybea
Violaceous Euphonia,Euphonia violacea
Yellow-throated Euphonia,Euphonia hirundinacea
Thick-billed Euphonia,Euphonia laniirostris
Spot-crowned Euphonia,Euphonia imitans
Olive-backed Euphonia,Euphonia gouldi
Fulvous-vented Euphonia,Euphonia fulvicrissa
Tawny-capped Euphonia,Euphonia anneae
Orange-bellied Euphonia,Euphonia xanthogaster
Bronze-green Euphonia,Euphonia mesochrysa
Golden-sided Euphonia,Euphonia cayennensis
Rufous-bellied Euphonia,Euphonia rufiventris
Chestnut-bellied Euphonia,Euphonia pectoralis
Black-and-yellow Grosbeak,Mycerobas icterioides
Collared Grosbeak,Mycerobas affinis
Spot-winged Grosbeak,Mycerobas melanozanthos
White-winged Grosbeak,Mycerobas carnipes
Evening Grosbeak,Hesperiphona vespertina
Hooded Grosbeak,Hesperiphona abeillei
Hawfinch,Coccothraustes coccothraustes
Japanese Grosbeak,Eophona personata
Chinese Grosbeak,Eophona migratoria
Scarlet Finch,Carpodacus sipahi
Common Rosefinch,Carpodacus erythrinus
Red-mantled Rosefinch,Carpodacus rhodochlamys
Blyth's Rosefinch,Carpodacus grandis
Pink-rumped Rosefinch,Carpodacus waltoni
Chinese Beautiful Rosefinch,Carpodacus davidianus
Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus
Dark-rumped Rosefinch,Carpodacus edwardsii
Pink-browed Rosefinch,Carpodacus rodochroa
Sharpe's Rosefinch,Carpodacus verreauxii
Spot-winged Rosefinch,Carpodacus rodopeplus
Vinaceous Rosefinch,Carpodacus vinaceus
Taiwan Rosefinch,Carpodacus formosanus
Sinai Rosefinch,Carpodacus synoicus
Pale Rosefinch,Carpodacus stoliczkae
Tibetan Rosefinch,Carpodacus roborowskii
Sillem's Rosefinch,Carpodacus sillemi
Streaked Rosefinch,Carpodacus rubicilloides
Great Rosefinch,Carpodacus rubicilla
Long-tailed Rosefinch,Carpodacus sibiricus
Crimson-browed Finch,Carpodacus subhimachalus
Red-fronted Rosefinch,Carpodacus puniceus
Pallas's Rosefinch,Carpodacus roseus
Three-banded Rosefinch,Carpodacus trifasciatus
Himalayan White-browed Rosefinch,Carpodacus thura
Chinese White-browed Rosefinch,Carpodacus dubius
Akikiki,Oreomystis bairdi
Maui Alauahio,Paroreomyza montana
Palila,Loxioides bailleui
Laysan Finch,Telespiza cantans
Nihoa Finch,Telespiza ultima
Akohekohe,Palmeria dolei
Apapane,Himatione sanguinea
Iiwi,Drepanis coccinea
Maui Parrotbill,Pseudonestor xanthophrys
Akiapolaau,Hemignathus wilsoni
Anianiau,Magumma parva
Hawaii Amakihi,Chlorodrepanis virens
Oahu Amakihi,Chlorodrepanis flava
Kauai Amakihi,Chlorodrepanis stejnegeri
Hawaii Creeper,Loxops mana
Akekee,Loxops caeruleirostris
Hawaii Akepa,Loxops coccineus
Pine Grosbeak,Pinicola enucleator
White-cheeked Bullfinch,Pyrrhula leucogenis
Brown Bullfinch,Pyrrhula nipalensis
Azores Bullfinch,Pyrrhula murina
Eurasian Bullfinch,Pyrrhula pyrrhula
Orange Bullfinch,Pyrrhula aurantiaca
Red-headed Bullfinch,Pyrrhula erythrocephala
Grey-headed Bullfinch,Pyrrhula erythaca
Taiwan Bullfinch,Pyrrhula owstoni
Crimson-winged Finch,Rhodopechys sanguineus
Mongolian Finch,Bucanetes mongolicus
Trumpeter Finch,Bucanetes githagineus
Blanford's Rosefinch,Agraphospiza rubescens
Golden-naped Finch,Pyrrhoplectes epauletta
Spectacled Finch,Callacanthis burtoni
Dark-breasted Rosefinch,Procarduelis nipalensis
Plain Mountain Finch,Leucosticte nemoricola
Brandt's Mountain Finch,Leucosticte brandti
Asian Rosy Finch,Leucosticte arctoa
Grey-crowned Rosy Finch,Leucosticte tephrocotis
Black Rosy Finch,Leucosticte atrata
Brown-capped Rosy Finch,Leucosticte australis
House Finch,Haemorhous mexicanus
Purple Finch,Haemorhous purpureus
Cassin's Finch,Haemorhous cassinii
Desert Finch,Rhodospiza obsoleta
Arabian Golden-winged Grosbeak,Rhynchostruthus percivali
Socotra Golden-winged Grosbeak,Rhynchostruthus socotranus
Somali Golden-winged Grosbeak,Rhynchostruthus louisae
European Greenfinch,Chloris chloris
Oriental Greenfinch,Chloris sinica
Yellow-breasted Greenfinch,Chloris spinoides
Vietnamese Greenfinch,Chloris monguilloti
Black-headed Greenfinch,Chloris ambigua
Oriole Finch,Linurgus olivaceus
White-rumped Seedeater,Crithagra leucopygia
Yellow-fronted Canary,Crithagra mozambica
African Citril,Crithagra citrinelloides
Western Citril,Crithagra frontalis
Southern Citril,Crithagra hyposticta
Black-faced Canary,Crithagra capistrata
Papyrus Canary,Crithagra koliensis
Forest Canary,Crithagra scotops
Arabian Serin,Crithagra rothschildi
Black-throated Canary,Crithagra atrogularis
Reichenow's Seedeater,Crithagra reichenowi
Yellow-rumped Seedeater,Crithagra xanthopygia
Lemon-breasted Canary,Crithagra citrinipectus
White-bellied Canary,Crithagra dorsostriata
Yellow-throated Seedeater,Crithagra flavigula
Salvadori's Seedeater,Crithagra xantholaema
Northern Grosbeak-Canary,Crithagra donaldsoni
Southern Grosbeak-Canary,Crithagra buchanani
Brimstone Canary,Crithagra sulphurata
Yellow Canary,Crithagra flaviventris
White-throated Canary,Crithagra albogularis
Streaky Seedeater,Crithagra striolata
Yellow-browed Seedeater,Crithagra whytii
Thick-billed Seedeater,Crithagra burtoni
Kipengere Seedeater,Crithagra melanochroa
Principe Seedeater,Crithagra rufobrunnea
Sao Tome Grosbeak,Crithagra concolor
Protea Canary,Crithagra leucoptera
Black-eared Seedeater,Crithagra mennelli
West African Seedeater,Crithagra canicapilla
Streaky-headed Seedeater,Crithagra gularis
Stripe-breasted Seedeater,Crithagra striatipectus
Reichard's Seedeater,Crithagra reichardi
Brown-rumped Seedeater,Crithagra tristriata
Yemen Serin,Crithagra menachensis
Ankober Serin,Crithagra ankoberensis
Cape Siskin,Crithagra totta
Drakensberg Siskin,Crithagra symonsi
Twite,Linaria flavirostris
Common Linnet,Linaria cannabina
Yemen Linnet,Linaria yemenensis
Warsangli Linnet,Linaria johannis
Redpoll,Acanthis flammea
Hispaniolan Crossbill,Loxia megaplaga
Two-barred Crossbill,Loxia leucoptera
Parrot Crossbill,Loxia pytyopsittacus
Scottish Crossbill,Loxia scotica
Cassia Crossbill,Loxia sinesciuris
Red Crossbill,Loxia curvirostra
Mindanao Serin,Chrysocorythus mindanensis
Indonesian Serin,Chrysocorythus estherae
Citril Finch,Carduelis citrinella
Corsican Finch,Carduelis corsicana
Grey-crowned Goldfinch,Carduelis caniceps
European Goldfinch,Carduelis carduelis
Atlantic Canary,Serinus canaria
European Serin,Serinus serinus
Red-fronted Serin,Serinus pusillus
Syrian Serin,Serinus syriacus
Ethiopian Siskin,Serinus nigriceps
Black-headed Canary,Serinus alario
Cape Canary,Serinus canicollis
Yellow-crowned Canary,Serinus flavivertex
Tibetan Serin,Spinus thibetanus
Eurasian Siskin,Spinus spinus
Pine Siskin,Spinus pinus
Black-capped Siskin,Spinus atriceps
Black-headed Siskin,Spinus notatus
Antillean Siskin,Spinus dominicensis
Lesser Goldfinch,Spinus psaltria
Lawrence's Goldfinch,Spinus lawrencei
American Goldfinch,Spinus tristis
Andean Siskin,Spinus spinescens
Yellow-faced Siskin,Spinus yarrellii
Yellow-bellied Siskin,Spinus xanthogastrus
Red Siskin,Spinus cucullatus
Thick-billed Siskin,Spinus crassirostris
Hooded Siskin,Spinus magellanicus
Saffron Siskin,Spinus siemiradzkii
Olivaceous Siskin,Spinus olivaceus
Black Siskin,Spinus atratus
Yellow-rumped Siskin,Spinus uropygialis
Black-chinned Siskin,Spinus barbatus
Rosy Thrush-tanager,Rhodinocichla rosea
Thick-billed Longspur,Rhynchophanes mccownii
McKay's Bunting,Plectrophenax hyperboreus
Snow Bunting,Plectrophenax nivalis
Lapland Longspur,Calcarius lapponicus
Chestnut-collared Longspur,Calcarius ornatus
Smith's Longspur,Calcarius pictus
Cabanis's Bunting,Emberiza cabanisi
Golden-breasted Bunting,Emberiza flaviventris
Somali Bunting,Emberiza poliopleura
Brown-rumped Bunting,Emberiza affinis
Cape Bunting,Emberiza capensis
Lark-like Bunting,Emberiza impetuani
Socotra Bunting,Emberiza socotrana
House Bunting,Emberiza sahari
Striolated Bunting,Emberiza striolata
Gosling's Bunting,Emberiza goslingi
Cinnamon-breasted Bunting,Emberiza tahapisi
Slaty Bunting,Emberiza siemsseni
Yellow-throated Bunting,Emberiza elegans
Ochre-rumped Bunting,Emberiza yessoensis
Pallas's Reed Bunting,Emberiza pallasi
Common Reed Bunting,Emberiza schoeniclus
Yellow-browed Bunting,Emberiza chrysophrys
Tristram's Bunting,Emberiza tristrami
Grey Bunting,Emberiza variabilis
Chestnut Bunting,Emberiza rutila
Yellow-breasted Bunting,Emberiza aureola
Little Bunting,Emberiza pusilla
Rustic Bunting,Emberiza rustica
Yellow Bunting,Emberiza sulphurata
Masked Bunting,Emberiza personata
Black-faced Bunting,Emberiza spodocephala
Crested Bunting,Emberiza lathami
Black-headed Bunting,Emberiza melanocephala
Red-headed Bunting,Emberiza bruniceps
Corn Bunting,Emberiza calandra
Chestnut-eared Bunting,Emberiza fucata
Tibetan Bunting,Emberiza koslowi
Jankowski's Bunting,Emberiza jankowskii
Meadow Bunting,Emberiza cioides
Godlewski's Bunting,Emberiza godlewskii
Rock Bunting,Emberiza cia
Grey-necked Bunting,Emberiza buchanani
Cinereous Bunting,Emberiza cineracea
Ortolan Bunting,Emberiza hortulana
Cretzschmar's Bunting,Emberiza caesia
Cirl Bunting,Emberiza cirlus
White-capped Bunting,Emberiza stewarti
Pine Bunting,Emberiza leucocephalos
Yellowhammer,Emberiza citrinella
Five-striped Sparrow,Amphispizopsis quinquestriata
Black-throated Sparrow,Amphispiza bilineata
Lark Bunting,Calamospiza melanocorys
Lark Sparrow,Chondestes grammacus
Chipping Sparrow,Spizella passerina
Clay-colored Sparrow,Spizella pallida
Black-chinned Sparrow,Spizella atrogularis
Field Sparrow,Spizella pusilla
Brewer's Sparrow,Spizella breweri
Worthen's Sparrow,Spizella wortheni
Tanager Finch,Oreothraupis arremonops
Yellow-throated Chlorospingus,Chlorospingus flavigularis
Yellow-whiskered Chlorospingus,Chlorospingus parvirostris
Ashy-throated Chlorospingus,Chlorospingus canigularis
Sooty-capped Chlorospingus,Chlorospingus pileatus
Common Chlorospingus,Chlorospingus flavopectus
Tacarcuna Chlorospingus,Chlorospingus tacarcunae
Pirre Chlorospingus,Chlorospingus inornatus
Dusky Chlorospingus,Chlorospingus semifuscus
Grasshopper Sparrow,Ammodramus savannarum
Grassland Sparrow,Ammodramus humeralis
Yellow-browed Sparrow,Ammodramus aurifrons
Tumbes Sparrow,Rhynchospiza stolzmanni
Yungas Sparrow,Rhynchospiza dabbenei
Chaco Sparrow,Rhynchospiza strigiceps
Olive Sparrow,Arremonops rufivirgatus
Green-backed Sparrow,Arremonops chloronotus
Black-striped Sparrow,Arremonops conirostris
Tocuyo Sparrow,Arremonops tocuyensis
Rufous-winged Sparrow,Peucaea carpalis
Cinnamon-tailed Sparrow,Peucaea sumichrasti
Stripe-headed Sparrow,Peucaea ruficauda
Black-chested Sparrow,Peucaea humeralis
Bridled Sparrow,Peucaea mystacalis
Botteri's Sparrow,Peucaea botterii
Cassin's Sparrow,Peucaea cassinii
Bachman's Sparrow,Peucaea aestivalis
Costa Rican Brushfinch,Arremon costaricensis
Sierra Nevada Brushfinch,Arremon basilicus
Perija Brushfinch,Arremon perijanus
Black-headed Brushfinch,Arremon atricapillus
Caracas Brushfinch,Arremon phaeopleurus
Paria Brushfinch,Arremon phygas
Grey-browed Brushfinch,Arremon assimilis
White-browed Brushfinch,Arremon torquatus
Orange-billed Sparrow,Arremon aurantiirostris
Black-capped Sparrow,Arremon abeillei
Maranon Sparrow,Arremon nigriceps
Golden-winged Sparrow,Arremon schlegeli
